"Base Gene ID","Manuscript Gene ID","Manuscript Transcript ID","Genome Portal Gene ID","Genome Portal Transcript ID"
"G022274","HVAEP1_G022274","HVAEP1_T022274.1","HVAEP12.G022274","HVAEP12.T022274.1"
"G022275","HVAEP1_G022275","HVAEP1_T022275.1","HVAEP12.G022275","HVAEP12.T022275.1"
"G022276","HVAEP1_G022276","HVAEP1_T022276.1","HVAEP12.G022276","HVAEP12.T022276.1"
"G022277","HVAEP1_G022277","HVAEP1_T022277.1","HVAEP12.G022277","HVAEP12.T022277.1"
"G022277","HVAEP1_G022277","HVAEP1_T022277.2","HVAEP12.G022277","HVAEP12.T022277.2"
"G022278","HVAEP1_G022278","HVAEP1_T022278.1","HVAEP12.G022278","HVAEP12.T022278.1"
"G022279","HVAEP1_G022279","HVAEP1_T022279.1","HVAEP12.G022279","HVAEP12.T022279.1"
"G022280","HVAEP1_G022280","HVAEP1_T022280.1","HVAEP12.G022280","HVAEP12.T022280.1"
"G022280","HVAEP1_G022280","HVAEP1_T022280.2","HVAEP12.G022280","HVAEP12.T022280.2"
"G022281","HVAEP1_G022281","HVAEP1_T022281.1","HVAEP12.G022281","HVAEP12.T022281.1"
"G022282","HVAEP1_G022282","HVAEP1_T022282.1","HVAEP12.G022282","HVAEP12.T022282.1"
"G022283","HVAEP1_G022283","HVAEP1_T022283.1","HVAEP12.G022283","HVAEP12.T022283.1"
"G022284","HVAEP1_G022284","HVAEP1_T022284.1","HVAEP12.G022284","HVAEP12.T022284.1"
"G022285","HVAEP1_G022285","HVAEP1_T022285.1","HVAEP12.G022285","HVAEP12.T022285.1"
"G022286","HVAEP1_G022286","HVAEP1_T022286.1","HVAEP12.G022286","HVAEP12.T022286.1"
"G022286","HVAEP1_G022286","HVAEP1_T022286.2","HVAEP12.G022286","HVAEP12.T022286.2"
"G022286","HVAEP1_G022286","HVAEP1_T022286.3","HVAEP12.G022286","HVAEP12.T022286.3"
"G022286","HVAEP1_G022286","HVAEP1_T022286.4","HVAEP12.G022286","HVAEP12.T022286.4"
"G022286","HVAEP1_G022286","HVAEP1_T022286.5","HVAEP12.G022286","HVAEP12.T022286.5"
"G022287","HVAEP1_G022287","HVAEP1_T022287.1","HVAEP12.G022287","HVAEP12.T022287.1"
"G022288","HVAEP1_G022288","HVAEP1_T022288.1","HVAEP12.G022288","HVAEP12.T022288.1"
"G022289","HVAEP1_G022289","HVAEP1_T022289.1","HVAEP12.G022289","HVAEP12.T022289.1"
"G022289","HVAEP1_G022289","HVAEP1_T022289.2","HVAEP12.G022289","HVAEP12.T022289.2"
"G022290","HVAEP1_G022290","HVAEP1_T022290.1","HVAEP12.G022290","HVAEP12.T022290.1"
"G022291","HVAEP1_G022291","HVAEP1_T022291.1","HVAEP12.G022291","HVAEP12.T022291.1"
"G022291","HVAEP1_G022291","HVAEP1_T022291.2","HVAEP12.G022291","HVAEP12.T022291.2"
"G022292","HVAEP1_G022292","HVAEP1_T022292.1","HVAEP12.G022292","HVAEP12.T022292.1"
"G022292","HVAEP1_G022292","HVAEP1_T022292.2","HVAEP12.G022292","HVAEP12.T022292.2"
"G022293","HVAEP1_G022293","HVAEP1_T022293.1","HVAEP12.G022293","HVAEP12.T022293.1"
"G022294","HVAEP1_G022294","HVAEP1_T022294.1","HVAEP12.G022294","HVAEP12.T022294.1"
"G022295","HVAEP1_G022295","HVAEP1_T022295.1","HVAEP12.G022295","HVAEP12.T022295.1"
"G022295","HVAEP1_G022295","HVAEP1_T022295.2","HVAEP12.G022295","HVAEP12.T022295.2"
"G022296","HVAEP1_G022296","HVAEP1_T022296.1","HVAEP12.G022296","HVAEP12.T022296.1"
"G022297","HVAEP1_G022297","HVAEP1_T022297.1","HVAEP12.G022297","HVAEP12.T022297.1"
"G022297","HVAEP1_G022297","HVAEP1_T022297.2","HVAEP12.G022297","HVAEP12.T022297.2"
"G022298","HVAEP1_G022298","HVAEP1_T022298.1","HVAEP12.G022298","HVAEP12.T022298.1"
"G022299","HVAEP1_G022299","HVAEP1_T022299.1","HVAEP12.G022299","HVAEP12.T022299.1"
"G022300","HVAEP1_G022300","HVAEP1_T022300.1","HVAEP12.G022300","HVAEP12.T022300.1"
"G022300","HVAEP1_G022300","HVAEP1_T022300.2","HVAEP12.G022300","HVAEP12.T022300.2"
"G022301","HVAEP1_G022301","HVAEP1_T022301.1","HVAEP12.G022301","HVAEP12.T022301.1"
"G022302","HVAEP1_G022302","HVAEP1_T022302.1","HVAEP12.G022302","HVAEP12.T022302.1"
"G022302","HVAEP1_G022302","HVAEP1_T022302.2","HVAEP12.G022302","HVAEP12.T022302.2"
"G022303","HVAEP1_G022303","HVAEP1_T022303.1","HVAEP12.G022303","HVAEP12.T022303.1"
"G022304","HVAEP1_G022304","HVAEP1_T022304.1","HVAEP12.G022304","HVAEP12.T022304.1"
"G022305","HVAEP1_G022305","HVAEP1_T022305.1","HVAEP12.G022305","HVAEP12.T022305.1"
"G022306","HVAEP1_G022306","HVAEP1_T022306.1","HVAEP12.G022306","HVAEP12.T022306.1"
"G022307","HVAEP1_G022307","HVAEP1_T022307.1","HVAEP12.G022307","HVAEP12.T022307.1"
"G022307","HVAEP1_G022307","HVAEP1_T022307.2","HVAEP12.G022307","HVAEP12.T022307.2"
"G022308","HVAEP1_G022308","HVAEP1_T022308.1","HVAEP12.G022308","HVAEP12.T022308.1"
"G022308","HVAEP1_G022308","HVAEP1_T022308.2","HVAEP12.G022308","HVAEP12.T022308.2"
"G022308","HVAEP1_G022308","HVAEP1_T022308.3","HVAEP12.G022308","HVAEP12.T022308.3"
"G022308","HVAEP1_G022308","HVAEP1_T022308.4","HVAEP12.G022308","HVAEP12.T022308.4"
"G022309","HVAEP1_G022309","HVAEP1_T022309.1","HVAEP12.G022309","HVAEP12.T022309.1"
"G022309","HVAEP1_G022309","HVAEP1_T022309.2","HVAEP12.G022309","HVAEP12.T022309.2"
"G022310","HVAEP1_G022310","HVAEP1_T022310.1","HVAEP12.G022310","HVAEP12.T022310.1"
"G022311","HVAEP1_G022311","HVAEP1_T022311.1","HVAEP12.G022311","HVAEP12.T022311.1"
"G022312","HVAEP1_G022312","HVAEP1_T022312.1","HVAEP12.G022312","HVAEP12.T022312.1"
"G022313","HVAEP1_G022313","HVAEP1_T022313.1","HVAEP12.G022313","HVAEP12.T022313.1"
"G022314","HVAEP1_G022314","HVAEP1_T022314.1","HVAEP12.G022314","HVAEP12.T022314.1"
"G022315","HVAEP1_G022315","HVAEP1_T022315.1","HVAEP12.G022315","HVAEP12.T022315.1"
"G022316","HVAEP1_G022316","HVAEP1_T022316.1","HVAEP12.G022316","HVAEP12.T022316.1"
"G022316","HVAEP1_G022316","HVAEP1_T022316.2","HVAEP12.G022316","HVAEP12.T022316.2"
"G022317","HVAEP1_G022317","HVAEP1_T022317.1","HVAEP12.G022317","HVAEP12.T022317.1"
"G022318","HVAEP1_G022318","HVAEP1_T022318.1","HVAEP12.G022318","HVAEP12.T022318.1"
"G022318","HVAEP1_G022318","HVAEP1_T022318.2","HVAEP12.G022318","HVAEP12.T022318.2"
"G022318","HVAEP1_G022318","HVAEP1_T022318.3","HVAEP12.G022318","HVAEP12.T022318.3"
"G022319","HVAEP1_G022319","HVAEP1_T022319.1","HVAEP12.G022319","HVAEP12.T022319.1"
"G022320","HVAEP1_G022320","HVAEP1_T022320.1","HVAEP12.G022320","HVAEP12.T022320.1"
"G022320","HVAEP1_G022320","HVAEP1_T022320.2","HVAEP12.G022320","HVAEP12.T022320.2"
"G022321","HVAEP1_G022321","HVAEP1_T022321.1","HVAEP12.G022321","HVAEP12.T022321.1"
"G022322","HVAEP1_G022322","HVAEP1_T022322.1","HVAEP12.G022322","HVAEP12.T022322.1"
"G022323","HVAEP1_G022323","HVAEP1_T022323.1","HVAEP12.G022323","HVAEP12.T022323.1"
"G022324","HVAEP1_G022324","HVAEP1_T022324.1","HVAEP12.G022324","HVAEP12.T022324.1"
"G022325","HVAEP1_G022325","HVAEP1_T022325.1","HVAEP12.G022325","HVAEP12.T022325.1"
"G022325","HVAEP1_G022325","HVAEP1_T022325.2","HVAEP12.G022325","HVAEP12.T022325.2"
"G022326","HVAEP1_G022326","HVAEP1_T022326.1","HVAEP12.G022326","HVAEP12.T022326.1"
"G022327","HVAEP1_G022327","HVAEP1_T022327.1","HVAEP12.G022327","HVAEP12.T022327.1"
"G022328","HVAEP1_G022328","HVAEP1_T022328.1","HVAEP12.G022328","HVAEP12.T022328.1"
"G022329","HVAEP1_G022329","HVAEP1_T022329.1","HVAEP12.G022329","HVAEP12.T022329.1"
"G022330","HVAEP1_G022330","HVAEP1_T022330.1","HVAEP12.G022330","HVAEP12.T022330.1"
"G022331","HVAEP1_G022331","HVAEP1_T022331.1","HVAEP12.G022331","HVAEP12.T022331.1"
"G022332","HVAEP1_G022332","HVAEP1_T022332.1","HVAEP12.G022332","HVAEP12.T022332.1"
"G022333","HVAEP1_G022333","HVAEP1_T022333.1","HVAEP12.G022333","HVAEP12.T022333.1"
"G022333","HVAEP1_G022333","HVAEP1_T022333.2","HVAEP12.G022333","HVAEP12.T022333.2"
"G022334","HVAEP1_G022334","HVAEP1_T022334.1","HVAEP12.G022334","HVAEP12.T022334.1"
"G022335","HVAEP1_G022335","HVAEP1_T022335.1","HVAEP12.G022335","HVAEP12.T022335.1"
"G022336","HVAEP1_G022336","HVAEP1_T022336.1","HVAEP12.G022336","HVAEP12.T022336.1"
"G022337","HVAEP1_G022337","HVAEP1_T022337.1","HVAEP12.G022337","HVAEP12.T022337.1"
"G022337","HVAEP1_G022337","HVAEP1_T022337.2","HVAEP12.G022337","HVAEP12.T022337.2"
"G022337","HVAEP1_G022337","HVAEP1_T022337.3","HVAEP12.G022337","HVAEP12.T022337.3"
"G022338","HVAEP1_G022338","HVAEP1_T022338.1","HVAEP12.G022338","HVAEP12.T022338.1"
"G022339","HVAEP1_G022339","HVAEP1_T022339.1","HVAEP12.G022339","HVAEP12.T022339.1"
"G022340","HVAEP1_G022340","HVAEP1_T022340.1","HVAEP12.G022340","HVAEP12.T022340.1"
"G022341","HVAEP1_G022341","HVAEP1_T022341.1","HVAEP12.G022341","HVAEP12.T022341.1"
"G022342","HVAEP1_G022342","HVAEP1_T022342.1","HVAEP12.G022342","HVAEP12.T022342.1"
"G022342","HVAEP1_G022342","HVAEP1_T022342.2","HVAEP12.G022342","HVAEP12.T022342.2"
"G022342","HVAEP1_G022342","HVAEP1_T022342.3","HVAEP12.G022342","HVAEP12.T022342.3"
"G022343","HVAEP1_G022343","HVAEP1_T022343.1","HVAEP12.G022343","HVAEP12.T022343.1"
"G022344","HVAEP1_G022344","HVAEP1_T022344.1","HVAEP12.G022344","HVAEP12.T022344.1"
"G022345","HVAEP1_G022345","HVAEP1_T022345.1","HVAEP12.G022345","HVAEP12.T022345.1"
"G022346","HVAEP1_G022346","HVAEP1_T022346.1","HVAEP12.G022346","HVAEP12.T022346.1"
"G022346","HVAEP1_G022346","HVAEP1_T022346.2","HVAEP12.G022346","HVAEP12.T022346.2"
"G022347","HVAEP1_G022347","HVAEP1_T022347.1","HVAEP12.G022347","HVAEP12.T022347.1"
"G022347","HVAEP1_G022347","HVAEP1_T022347.2","HVAEP12.G022347","HVAEP12.T022347.2"
"G022347","HVAEP1_G022347","HVAEP1_T022347.3","HVAEP12.G022347","HVAEP12.T022347.3"
"G022347","HVAEP1_G022347","HVAEP1_T022347.4","HVAEP12.G022347","HVAEP12.T022347.4"
"G022348","HVAEP1_G022348","HVAEP1_T022348.1","HVAEP12.G022348","HVAEP12.T022348.1"
"G022349","HVAEP1_G022349","HVAEP1_T022349.1","HVAEP12.G022349","HVAEP12.T022349.1"
"G022349","HVAEP1_G022349","HVAEP1_T022349.2","HVAEP12.G022349","HVAEP12.T022349.2"
"G022349","HVAEP1_G022349","HVAEP1_T022349.3","HVAEP12.G022349","HVAEP12.T022349.3"
"G022349","HVAEP1_G022349","HVAEP1_T022349.4","HVAEP12.G022349","HVAEP12.T022349.4"
"G022349","HVAEP1_G022349","HVAEP1_T022349.5","HVAEP12.G022349","HVAEP12.T022349.5"
"G022349","HVAEP1_G022349","HVAEP1_T022349.6","HVAEP12.G022349","HVAEP12.T022349.6"
"G022349","HVAEP1_G022349","HVAEP1_T022349.7","HVAEP12.G022349","HVAEP12.T022349.7"
"G022350","HVAEP1_G022350","HVAEP1_T022350.1","HVAEP12.G022350","HVAEP12.T022350.1"
"G022350","HVAEP1_G022350","HVAEP1_T022350.2","HVAEP12.G022350","HVAEP12.T022350.2"
"G022351","HVAEP1_G022351","HVAEP1_T022351.1","HVAEP12.G022351","HVAEP12.T022351.1"
"G022352","HVAEP1_G022352","HVAEP1_T022352.1","HVAEP12.G022352","HVAEP12.T022352.1"
"G022353","HVAEP1_G022353","HVAEP1_T022353.1","HVAEP12.G022353","HVAEP12.T022353.1"
"G022354","HVAEP1_G022354","HVAEP1_T022354.1","HVAEP12.G022354","HVAEP12.T022354.1"
"G022355","HVAEP1_G022355","HVAEP1_T022355.1","HVAEP12.G022355","HVAEP12.T022355.1"
"G022356","HVAEP1_G022356","HVAEP1_T022356.1","HVAEP12.G022356","HVAEP12.T022356.1"
"G022356","HVAEP1_G022356","HVAEP1_T022356.2","HVAEP12.G022356","HVAEP12.T022356.2"
"G022356","HVAEP1_G022356","HVAEP1_T022356.3","HVAEP12.G022356","HVAEP12.T022356.3"
"G022357","HVAEP1_G022357","HVAEP1_T022357.1","HVAEP12.G022357","HVAEP12.T022357.1"
"G022358","HVAEP1_G022358","HVAEP1_T022358.1","HVAEP12.G022358","HVAEP12.T022358.1"
"G022359","HVAEP1_G022359","HVAEP1_T022359.1","HVAEP12.G022359","HVAEP12.T022359.1"
"G022360","HVAEP1_G022360","HVAEP1_T022360.1","HVAEP12.G022360","HVAEP12.T022360.1"
"G022361","HVAEP1_G022361","HVAEP1_T022361.1","HVAEP12.G022361","HVAEP12.T022361.1"
"G022361","HVAEP1_G022361","HVAEP1_T022361.2","HVAEP12.G022361","HVAEP12.T022361.2"
"G022362","HVAEP1_G022362","HVAEP1_T022362.1","HVAEP12.G022362","HVAEP12.T022362.1"
"G022363","HVAEP1_G022363","HVAEP1_T022363.1","HVAEP12.G022363","HVAEP12.T022363.1"
"G022364","HVAEP1_G022364","HVAEP1_T022364.1","HVAEP12.G022364","HVAEP12.T022364.1"
"G022365","HVAEP1_G022365","HVAEP1_T022365.1","HVAEP12.G022365","HVAEP12.T022365.1"
"G022366","HVAEP1_G022366","HVAEP1_T022366.1","HVAEP12.G022366","HVAEP12.T022366.1"
"G022366","HVAEP1_G022366","HVAEP1_T022366.2","HVAEP12.G022366","HVAEP12.T022366.2"
"G022367","HVAEP1_G022367","HVAEP1_T022367.1","HVAEP12.G022367","HVAEP12.T022367.1"
"G022368","HVAEP1_G022368","HVAEP1_T022368.1","HVAEP12.G022368","HVAEP12.T022368.1"
"G022369","HVAEP1_G022369","HVAEP1_T022369.1","HVAEP12.G022369","HVAEP12.T022369.1"
"G022370","HVAEP1_G022370","HVAEP1_T022370.1","HVAEP12.G022370","HVAEP12.T022370.1"
"G022371","HVAEP1_G022371","HVAEP1_T022371.1","HVAEP12.G022371","HVAEP12.T022371.1"
"G022371","HVAEP1_G022371","HVAEP1_T022371.2","HVAEP12.G022371","HVAEP12.T022371.2"
"G022372","HVAEP1_G022372","HVAEP1_T022372.1","HVAEP12.G022372","HVAEP12.T022372.1"
"G022373","HVAEP1_G022373","HVAEP1_T022373.1","HVAEP12.G022373","HVAEP12.T022373.1"
"G022374","HVAEP1_G022374","HVAEP1_T022374.1","HVAEP12.G022374","HVAEP12.T022374.1"
"G022375","HVAEP1_G022375","HVAEP1_T022375.1","HVAEP12.G022375","HVAEP12.T022375.1"
"G022376","HVAEP1_G022376","HVAEP1_T022376.1","HVAEP12.G022376","HVAEP12.T022376.1"
"G022376","HVAEP1_G022376","HVAEP1_T022376.2","HVAEP12.G022376","HVAEP12.T022376.2"
"G022377","HVAEP1_G022377","HVAEP1_T022377.1","HVAEP12.G022377","HVAEP12.T022377.1"
"G022378","HVAEP1_G022378","HVAEP1_T022378.1","HVAEP12.G022378","HVAEP12.T022378.1"
"G022379","HVAEP1_G022379","HVAEP1_T022379.1","HVAEP12.G022379","HVAEP12.T022379.1"
"G022380","HVAEP1_G022380","HVAEP1_T022380.1","HVAEP12.G022380","HVAEP12.T022380.1"
"G022381","HVAEP1_G022381","HVAEP1_T022381.1","HVAEP12.G022381","HVAEP12.T022381.1"
"G022382","HVAEP1_G022382","HVAEP1_T022382.1","HVAEP12.G022382","HVAEP12.T022382.1"
"G022382","HVAEP1_G022382","HVAEP1_T022382.2","HVAEP12.G022382","HVAEP12.T022382.2"
"G022382","HVAEP1_G022382","HVAEP1_T022382.3","HVAEP12.G022382","HVAEP12.T022382.3"
"G022383","HVAEP1_G022383","HVAEP1_T022383.1","HVAEP12.G022383","HVAEP12.T022383.1"
"G022383","HVAEP1_G022383","HVAEP1_T022383.2","HVAEP12.G022383","HVAEP12.T022383.2"
"G022383","HVAEP1_G022383","HVAEP1_T022383.3","HVAEP12.G022383","HVAEP12.T022383.3"
"G022384","HVAEP1_G022384","HVAEP1_T022384.1","HVAEP12.G022384","HVAEP12.T022384.1"
"G022385","HVAEP1_G022385","HVAEP1_T022385.1","HVAEP12.G022385","HVAEP12.T022385.1"
"G022386","HVAEP1_G022386","HVAEP1_T022386.1","HVAEP12.G022386","HVAEP12.T022386.1"
"G022387","HVAEP1_G022387","HVAEP1_T022387.1","HVAEP12.G022387","HVAEP12.T022387.1"
"G022387","HVAEP1_G022387","HVAEP1_T022387.2","HVAEP12.G022387","HVAEP12.T022387.2"
"G022387","HVAEP1_G022387","HVAEP1_T022387.3","HVAEP12.G022387","HVAEP12.T022387.3"
"G022387","HVAEP1_G022387","HVAEP1_T022387.4","HVAEP12.G022387","HVAEP12.T022387.4"
"G022387","HVAEP1_G022387","HVAEP1_T022387.5","HVAEP12.G022387","HVAEP12.T022387.5"
"G022388","HVAEP1_G022388","HVAEP1_T022388.1","HVAEP12.G022388","HVAEP12.T022388.1"
"G022388","HVAEP1_G022388","HVAEP1_T022388.2","HVAEP12.G022388","HVAEP12.T022388.2"
"G022388","HVAEP1_G022388","HVAEP1_T022388.3","HVAEP12.G022388","HVAEP12.T022388.3"
"G022389","HVAEP1_G022389","HVAEP1_T022389.1","HVAEP12.G022389","HVAEP12.T022389.1"
"G022389","HVAEP1_G022389","HVAEP1_T022389.2","HVAEP12.G022389","HVAEP12.T022389.2"
"G022389","HVAEP1_G022389","HVAEP1_T022389.3","HVAEP12.G022389","HVAEP12.T022389.3"
"G022390","HVAEP1_G022390","HVAEP1_T022390.1","HVAEP12.G022390","HVAEP12.T022390.1"
"G022391","HVAEP1_G022391","HVAEP1_T022391.1","HVAEP12.G022391","HVAEP12.T022391.1"
"G022392","HVAEP1_G022392","HVAEP1_T022392.1","HVAEP12.G022392","HVAEP12.T022392.1"
"G022393","HVAEP1_G022393","HVAEP1_T022393.1","HVAEP12.G022393","HVAEP12.T022393.1"
"G022393","HVAEP1_G022393","HVAEP1_T022393.2","HVAEP12.G022393","HVAEP12.T022393.2"
"G022394","HVAEP1_G022394","HVAEP1_T022394.1","HVAEP12.G022394","HVAEP12.T022394.1"
"G022394","HVAEP1_G022394","HVAEP1_T022394.2","HVAEP12.G022394","HVAEP12.T022394.2"
"G022395","HVAEP1_G022395","HVAEP1_T022395.1","HVAEP12.G022395","HVAEP12.T022395.1"
"G022396","HVAEP1_G022396","HVAEP1_T022396.1","HVAEP12.G022396","HVAEP12.T022396.1"
"G022397","HVAEP1_G022397","HVAEP1_T022397.1","HVAEP12.G022397","HVAEP12.T022397.1"
"G022398","HVAEP1_G022398","HVAEP1_T022398.1","HVAEP12.G022398","HVAEP12.T022398.1"
"G022398","HVAEP1_G022398","HVAEP1_T022398.2","HVAEP12.G022398","HVAEP12.T022398.2"
"G022398","HVAEP1_G022398","HVAEP1_T022398.3","HVAEP12.G022398","HVAEP12.T022398.3"
"G022399","HVAEP1_G022399","HVAEP1_T022399.1","HVAEP12.G022399","HVAEP12.T022399.1"
"G022400","HVAEP1_G022400","HVAEP1_T022400.1","HVAEP12.G022400","HVAEP12.T022400.1"
"G022401","HVAEP1_G022401","HVAEP1_T022401.1","HVAEP12.G022401","HVAEP12.T022401.1"
"G022402","HVAEP1_G022402","HVAEP1_T022402.1","HVAEP12.G022402","HVAEP12.T022402.1"
"G022403","HVAEP1_G022403","HVAEP1_T022403.1","HVAEP12.G022403","HVAEP12.T022403.1"
"G022404","HVAEP1_G022404","HVAEP1_T022404.1","HVAEP12.G022404","HVAEP12.T022404.1"
"G022405","HVAEP1_G022405","HVAEP1_T022405.1","HVAEP12.G022405","HVAEP12.T022405.1"
"G022405","HVAEP1_G022405","HVAEP1_T022405.2","HVAEP12.G022405","HVAEP12.T022405.2"
"G022406","HVAEP1_G022406","HVAEP1_T022406.1","HVAEP12.G022406","HVAEP12.T022406.1"
"G022407","HVAEP1_G022407","HVAEP1_T022407.1","HVAEP12.G022407","HVAEP12.T022407.1"
"G022407","HVAEP1_G022407","HVAEP1_T022407.2","HVAEP12.G022407","HVAEP12.T022407.2"
"G022407","HVAEP1_G022407","HVAEP1_T022407.3","HVAEP12.G022407","HVAEP12.T022407.3"
"G022408","HVAEP1_G022408","HVAEP1_T022408.1","HVAEP12.G022408","HVAEP12.T022408.1"
"G022409","HVAEP1_G022409","HVAEP1_T022409.1","HVAEP12.G022409","HVAEP12.T022409.1"
"G022409","HVAEP1_G022409","HVAEP1_T022409.2","HVAEP12.G022409","HVAEP12.T022409.2"
"G022410","HVAEP1_G022410","HVAEP1_T022410.1","HVAEP12.G022410","HVAEP12.T022410.1"
"G022411","HVAEP1_G022411","HVAEP1_T022411.1","HVAEP12.G022411","HVAEP12.T022411.1"
"G022412","HVAEP1_G022412","HVAEP1_T022412.1","HVAEP12.G022412","HVAEP12.T022412.1"
"G022413","HVAEP1_G022413","HVAEP1_T022413.1","HVAEP12.G022413","HVAEP12.T022413.1"
"G022414","HVAEP1_G022414","HVAEP1_T022414.1","HVAEP12.G022414","HVAEP12.T022414.1"
"G022415","HVAEP1_G022415","HVAEP1_T022415.1","HVAEP12.G022415","HVAEP12.T022415.1"
"G022415","HVAEP1_G022415","HVAEP1_T022415.2","HVAEP12.G022415","HVAEP12.T022415.2"
"G022416","HVAEP1_G022416","HVAEP1_T022416.1","HVAEP12.G022416","HVAEP12.T022416.1"
"G022417","HVAEP1_G022417","HVAEP1_T022417.1","HVAEP12.G022417","HVAEP12.T022417.1"
"G022418","HVAEP1_G022418","HVAEP1_T022418.1","HVAEP12.G022418","HVAEP12.T022418.1"
"G022419","HVAEP1_G022419","HVAEP1_T022419.1","HVAEP12.G022419","HVAEP12.T022419.1"
"G022420","HVAEP1_G022420","HVAEP1_T022420.1","HVAEP12.G022420","HVAEP12.T022420.1"
"G022420","HVAEP1_G022420","HVAEP1_T022420.2","HVAEP12.G022420","HVAEP12.T022420.2"
"G022420","HVAEP1_G022420","HVAEP1_T022420.3","HVAEP12.G022420","HVAEP12.T022420.3"
"G022420","HVAEP1_G022420","HVAEP1_T022420.4","HVAEP12.G022420","HVAEP12.T022420.4"
"G022420","HVAEP1_G022420","HVAEP1_T022420.5","HVAEP12.G022420","HVAEP12.T022420.5"
"G022420","HVAEP1_G022420","HVAEP1_T022420.6","HVAEP12.G022420","HVAEP12.T022420.6"
"G022421","HVAEP1_G022421","HVAEP1_T022421.1","HVAEP12.G022421","HVAEP12.T022421.1"
"G022422","HVAEP1_G022422","HVAEP1_T022422.1","HVAEP12.G022422","HVAEP12.T022422.1"
"G022423","HVAEP1_G022423","HVAEP1_T022423.1","HVAEP12.G022423","HVAEP12.T022423.1"
"G022424","HVAEP1_G022424","HVAEP1_T022424.1","HVAEP12.G022424","HVAEP12.T022424.1"
"G022425","HVAEP1_G022425","HVAEP1_T022425.1","HVAEP12.G022425","HVAEP12.T022425.1"
"G022426","HVAEP1_G022426","HVAEP1_T022426.1","HVAEP12.G022426","HVAEP12.T022426.1"
"G022426","HVAEP1_G022426","HVAEP1_T022426.2","HVAEP12.G022426","HVAEP12.T022426.2"
"G022426","HVAEP1_G022426","HVAEP1_T022426.3","HVAEP12.G022426","HVAEP12.T022426.3"
"G022427","HVAEP1_G022427","HVAEP1_T022427.1","HVAEP12.G022427","HVAEP12.T022427.1"
"G022428","HVAEP1_G022428","HVAEP1_T022428.1","HVAEP12.G022428","HVAEP12.T022428.1"
"G022429","HVAEP1_G022429","HVAEP1_T022429.1","HVAEP12.G022429","HVAEP12.T022429.1"
"G022430","HVAEP1_G022430","HVAEP1_T022430.1","HVAEP12.G022430","HVAEP12.T022430.1"
"G022431","HVAEP1_G022431","HVAEP1_T022431.1","HVAEP12.G022431","HVAEP12.T022431.1"
"G022432","HVAEP1_G022432","HVAEP1_T022432.1","HVAEP12.G022432","HVAEP12.T022432.1"
"G022433","HVAEP1_G022433","HVAEP1_T022433.1","HVAEP12.G022433","HVAEP12.T022433.1"
"G022433","HVAEP1_G022433","HVAEP1_T022433.2","HVAEP12.G022433","HVAEP12.T022433.2"
"G022433","HVAEP1_G022433","HVAEP1_T022433.3","HVAEP12.G022433","HVAEP12.T022433.3"
"G022434","HVAEP1_G022434","HVAEP1_T022434.1","HVAEP12.G022434","HVAEP12.T022434.1"
"G022435","HVAEP1_G022435","HVAEP1_T022435.1","HVAEP12.G022435","HVAEP12.T022435.1"
"G022436","HVAEP1_G022436","HVAEP1_T022436.1","HVAEP12.G022436","HVAEP12.T022436.1"
"G022437","HVAEP1_G022437","HVAEP1_T022437.1","HVAEP12.G022437","HVAEP12.T022437.1"
"G022438","HVAEP1_G022438","HVAEP1_T022438.1","HVAEP12.G022438","HVAEP12.T022438.1"
"G022439","HVAEP1_G022439","HVAEP1_T022439.1","HVAEP12.G022439","HVAEP12.T022439.1"
"G022440","HVAEP1_G022440","HVAEP1_T022440.1","HVAEP12.G022440","HVAEP12.T022440.1"
"G022441","HVAEP1_G022441","HVAEP1_T022441.1","HVAEP12.G022441","HVAEP12.T022441.1"
"G022442","HVAEP1_G022442","HVAEP1_T022442.1","HVAEP12.G022442","HVAEP12.T022442.1"
"G022443","HVAEP1_G022443","HVAEP1_T022443.1","HVAEP12.G022443","HVAEP12.T022443.1"
"G022444","HVAEP1_G022444","HVAEP1_T022444.1","HVAEP12.G022444","HVAEP12.T022444.1"
"G022445","HVAEP1_G022445","HVAEP1_T022445.1","HVAEP12.G022445","HVAEP12.T022445.1"
"G022446","HVAEP1_G022446","HVAEP1_T022446.1","HVAEP12.G022446","HVAEP12.T022446.1"
"G022447","HVAEP1_G022447","HVAEP1_T022447.1","HVAEP12.G022447","HVAEP12.T022447.1"
"G022448","HVAEP1_G022448","HVAEP1_T022448.1","HVAEP12.G022448","HVAEP12.T022448.1"
"G022449","HVAEP1_G022449","HVAEP1_T022449.1","HVAEP12.G022449","HVAEP12.T022449.1"
"G022450","HVAEP1_G022450","HVAEP1_T022450.1","HVAEP12.G022450","HVAEP12.T022450.1"
"G022451","HVAEP1_G022451","HVAEP1_T022451.1","HVAEP12.G022451","HVAEP12.T022451.1"
"G022452","HVAEP1_G022452","HVAEP1_T022452.1","HVAEP12.G022452","HVAEP12.T022452.1"
"G022453","HVAEP1_G022453","HVAEP1_T022453.1","HVAEP12.G022453","HVAEP12.T022453.1"
"G022454","HVAEP1_G022454","HVAEP1_T022454.1","HVAEP12.G022454","HVAEP12.T022454.1"
"G022455","HVAEP1_G022455","HVAEP1_T022455.1","HVAEP12.G022455","HVAEP12.T022455.1"
"G022455","HVAEP1_G022455","HVAEP1_T022455.2","HVAEP12.G022455","HVAEP12.T022455.2"
