"Base Gene ID","Manuscript Gene ID","Manuscript Transcript ID","Genome Portal Gene ID","Genome Portal Transcript ID"
"G000067","HVAEP1_G000067","HVAEP1_T000067.3","HVAEP1.G000067","HVAEP1.T000067.3"
"G000068","HVAEP1_G000068","HVAEP1_T000068.1","HVAEP1.G000068","HVAEP1.T000068.1"
"G000069","HVAEP1_G000069","HVAEP1_T000069.1","HVAEP1.G000069","HVAEP1.T000069.1"
"G000070","HVAEP1_G000070","HVAEP1_T000070.1","HVAEP1.G000070","HVAEP1.T000070.1"
"G000071","HVAEP1_G000071","HVAEP1_T000071.1","HVAEP1.G000071","HVAEP1.T000071.1"
"G000072","HVAEP1_G000072","HVAEP1_T000072.1","HVAEP1.G000072","HVAEP1.T000072.1"
"G000073","HVAEP1_G000073","HVAEP1_T000073.1","HVAEP1.G000073","HVAEP1.T000073.1"
"G000074","HVAEP1_G000074","HVAEP1_T000074.1","HVAEP1.G000074","HVAEP1.T000074.1"
"G000075","HVAEP1_G000075","HVAEP1_T000075.1","HVAEP1.G000075","HVAEP1.T000075.1"
"G000076","HVAEP1_G000076","HVAEP1_T000076.1","HVAEP1.G000076","HVAEP1.T000076.1"
"G000077","HVAEP1_G000077","HVAEP1_T000077.1","HVAEP1.G000077","HVAEP1.T000077.1"
"G000078","HVAEP1_G000078","HVAEP1_T000078.1","HVAEP1.G000078","HVAEP1.T000078.1"
"G000079","HVAEP1_G000079","HVAEP1_T000079.1","HVAEP1.G000079","HVAEP1.T000079.1"
"G000080","HVAEP1_G000080","HVAEP1_T000080.1","HVAEP1.G000080","HVAEP1.T000080.1"
"G000081","HVAEP1_G000081","HVAEP1_T000081.1","HVAEP1.G000081","HVAEP1.T000081.1"
"G000082","HVAEP1_G000082","HVAEP1_T000082.1","HVAEP1.G000082","HVAEP1.T000082.1"
"G000083","HVAEP1_G000083","HVAEP1_T000083.1","HVAEP1.G000083","HVAEP1.T000083.1"
"G000084","HVAEP1_G000084","HVAEP1_T000084.1","HVAEP1.G000084","HVAEP1.T000084.1"
"G000085","HVAEP1_G000085","HVAEP1_T000085.1","HVAEP1.G000085","HVAEP1.T000085.1"
"G000086","HVAEP1_G000086","HVAEP1_T000086.1","HVAEP1.G000086","HVAEP1.T000086.1"
"G000087","HVAEP1_G000087","HVAEP1_T000087.1","HVAEP1.G000087","HVAEP1.T000087.1"
"G000088","HVAEP1_G000088","HVAEP1_T000088.1","HVAEP1.G000088","HVAEP1.T000088.1"
"G000089","HVAEP1_G000089","HVAEP1_T000089.1","HVAEP1.G000089","HVAEP1.T000089.1"
"G000090","HVAEP1_G000090","HVAEP1_T000090.1","HVAEP1.G000090","HVAEP1.T000090.1"
"G000091","HVAEP1_G000091","HVAEP1_T000091.1","HVAEP1.G000091","HVAEP1.T000091.1"
"G000091","HVAEP1_G000091","HVAEP1_T000091.2","HVAEP1.G000091","HVAEP1.T000091.2"
"G000092","HVAEP1_G000092","HVAEP1_T000092.1","HVAEP1.G000092","HVAEP1.T000092.1"
"G000093","HVAEP1_G000093","HVAEP1_T000093.1","HVAEP1.G000093","HVAEP1.T000093.1"
"G000094","HVAEP1_G000094","HVAEP1_T000094.1","HVAEP1.G000094","HVAEP1.T000094.1"
"G000095","HVAEP1_G000095","HVAEP1_T000095.1","HVAEP1.G000095","HVAEP1.T000095.1"
"G000096","HVAEP1_G000096","HVAEP1_T000096.1","HVAEP1.G000096","HVAEP1.T000096.1"
"G000097","HVAEP1_G000097","HVAEP1_T000097.1","HVAEP1.G000097","HVAEP1.T000097.1"
"G000098","HVAEP1_G000098","HVAEP1_T000098.1","HVAEP1.G000098","HVAEP1.T000098.1"
"G000099","HVAEP1_G000099","HVAEP1_T000099.1","HVAEP1.G000099","HVAEP1.T000099.1"
"G000100","HVAEP1_G000100","HVAEP1_T000100.1","HVAEP1.G000100","HVAEP1.T000100.1"
"G000101","HVAEP1_G000101","HVAEP1_T000101.1","HVAEP1.G000101","HVAEP1.T000101.1"
"G000102","HVAEP1_G000102","HVAEP1_T000102.1","HVAEP1.G000102","HVAEP1.T000102.1"
"G000103","HVAEP1_G000103","HVAEP1_T000103.1","HVAEP1.G000103","HVAEP1.T000103.1"
"G000104","HVAEP1_G000104","HVAEP1_T000104.1","HVAEP1.G000104","HVAEP1.T000104.1"
"G000105","HVAEP1_G000105","HVAEP1_T000105.1","HVAEP1.G000105","HVAEP1.T000105.1"
"G000106","HVAEP1_G000106","HVAEP1_T000106.1","HVAEP1.G000106","HVAEP1.T000106.1"
"G000107","HVAEP1_G000107","HVAEP1_T000107.1","HVAEP1.G000107","HVAEP1.T000107.1"
"G000108","HVAEP1_G000108","HVAEP1_T000108.1","HVAEP1.G000108","HVAEP1.T000108.1"
"G000109","HVAEP1_G000109","HVAEP1_T000109.1","HVAEP1.G000109","HVAEP1.T000109.1"
"G000110","HVAEP1_G000110","HVAEP1_T000110.1","HVAEP1.G000110","HVAEP1.T000110.1"
"G000111","HVAEP1_G000111","HVAEP1_T000111.1","HVAEP1.G000111","HVAEP1.T000111.1"
"G000112","HVAEP1_G000112","HVAEP1_T000112.1","HVAEP1.G000112","HVAEP1.T000112.1"
"G000113","HVAEP1_G000113","HVAEP1_T000113.1","HVAEP1.G000113","HVAEP1.T000113.1"
"G000114","HVAEP1_G000114","HVAEP1_T000114.1","HVAEP1.G000114","HVAEP1.T000114.1"
"G000114","HVAEP1_G000114","HVAEP1_T000114.2","HVAEP1.G000114","HVAEP1.T000114.2"
"G000115","HVAEP1_G000115","HVAEP1_T000115.1","HVAEP1.G000115","HVAEP1.T000115.1"
"G000116","HVAEP1_G000116","HVAEP1_T000116.1","HVAEP1.G000116","HVAEP1.T000116.1"
"G000117","HVAEP1_G000117","HVAEP1_T000117.1","HVAEP1.G000117","HVAEP1.T000117.1"
"G000117","HVAEP1_G000117","HVAEP1_T000117.2","HVAEP1.G000117","HVAEP1.T000117.2"
"G000118","HVAEP1_G000118","HVAEP1_T000118.1","HVAEP1.G000118","HVAEP1.T000118.1"
"G000119","HVAEP1_G000119","HVAEP1_T000119.1","HVAEP1.G000119","HVAEP1.T000119.1"
"G000120","HVAEP1_G000120","HVAEP1_T000120.1","HVAEP1.G000120","HVAEP1.T000120.1"
"G000121","HVAEP1_G000121","HVAEP1_T000121.1","HVAEP1.G000121","HVAEP1.T000121.1"
"G000122","HVAEP1_G000122","HVAEP1_T000122.1","HVAEP1.G000122","HVAEP1.T000122.1"
"G000123","HVAEP1_G000123","HVAEP1_T000123.1","HVAEP1.G000123","HVAEP1.T000123.1"
"G000124","HVAEP1_G000124","HVAEP1_T000124.1","HVAEP1.G000124","HVAEP1.T000124.1"
"G000125","HVAEP1_G000125","HVAEP1_T000125.1","HVAEP1.G000125","HVAEP1.T000125.1"
"G000126","HVAEP1_G000126","HVAEP1_T000126.1","HVAEP1.G000126","HVAEP1.T000126.1"
"G000127","HVAEP1_G000127","HVAEP1_T000127.1","HVAEP1.G000127","HVAEP1.T000127.1"
"G000128","HVAEP1_G000128","HVAEP1_T000128.1","HVAEP1.G000128","HVAEP1.T000128.1"
"G000129","HVAEP1_G000129","HVAEP1_T000129.1","HVAEP1.G000129","HVAEP1.T000129.1"
"G000130","HVAEP1_G000130","HVAEP1_T000130.1","HVAEP1.G000130","HVAEP1.T000130.1"
"G000131","HVAEP1_G000131","HVAEP1_T000131.1","HVAEP1.G000131","HVAEP1.T000131.1"
"G000132","HVAEP1_G000132","HVAEP1_T000132.1","HVAEP1.G000132","HVAEP1.T000132.1"
"G000133","HVAEP1_G000133","HVAEP1_T000133.1","HVAEP1.G000133","HVAEP1.T000133.1"
"G000134","HVAEP1_G000134","HVAEP1_T000134.1","HVAEP1.G000134","HVAEP1.T000134.1"
"G000135","HVAEP1_G000135","HVAEP1_T000135.1","HVAEP1.G000135","HVAEP1.T000135.1"
"G000136","HVAEP1_G000136","HVAEP1_T000136.1","HVAEP1.G000136","HVAEP1.T000136.1"
"G000137","HVAEP1_G000137","HVAEP1_T000137.1","HVAEP1.G000137","HVAEP1.T000137.1"
"G000137","HVAEP1_G000137","HVAEP1_T000137.2","HVAEP1.G000137","HVAEP1.T000137.2"
"G000138","HVAEP1_G000138","HVAEP1_T000138.1","HVAEP1.G000138","HVAEP1.T000138.1"
"G000138","HVAEP1_G000138","HVAEP1_T000138.2","HVAEP1.G000138","HVAEP1.T000138.2"
"G000139","HVAEP1_G000139","HVAEP1_T000139.1","HVAEP1.G000139","HVAEP1.T000139.1"
"G000140","HVAEP1_G000140","HVAEP1_T000140.1","HVAEP1.G000140","HVAEP1.T000140.1"
"G000141","HVAEP1_G000141","HVAEP1_T000141.1","HVAEP1.G000141","HVAEP1.T000141.1"
"G000142","HVAEP1_G000142","HVAEP1_T000142.1","HVAEP1.G000142","HVAEP1.T000142.1"
"G000143","HVAEP1_G000143","HVAEP1_T000143.1","HVAEP1.G000143","HVAEP1.T000143.1"
"G000144","HVAEP1_G000144","HVAEP1_T000144.1","HVAEP1.G000144","HVAEP1.T000144.1"
"G000145","HVAEP1_G000145","HVAEP1_T000145.1","HVAEP1.G000145","HVAEP1.T000145.1"
"G000146","HVAEP1_G000146","HVAEP1_T000146.1","HVAEP1.G000146","HVAEP1.T000146.1"
"G000147","HVAEP1_G000147","HVAEP1_T000147.1","HVAEP1.G000147","HVAEP1.T000147.1"
"G000148","HVAEP1_G000148","HVAEP1_T000148.1","HVAEP1.G000148","HVAEP1.T000148.1"
"G000149","HVAEP1_G000149","HVAEP1_T000149.1","HVAEP1.G000149","HVAEP1.T000149.1"
"G000150","HVAEP1_G000150","HVAEP1_T000150.1","HVAEP1.G000150","HVAEP1.T000150.1"
"G000151","HVAEP1_G000151","HVAEP1_T000151.1","HVAEP1.G000151","HVAEP1.T000151.1"
"G000152","HVAEP1_G000152","HVAEP1_T000152.1","HVAEP1.G000152","HVAEP1.T000152.1"
"G000153","HVAEP1_G000153","HVAEP1_T000153.1","HVAEP1.G000153","HVAEP1.T000153.1"
"G000154","HVAEP1_G000154","HVAEP1_T000154.1","HVAEP1.G000154","HVAEP1.T000154.1"
"G000154","HVAEP1_G000154","HVAEP1_T000154.2","HVAEP1.G000154","HVAEP1.T000154.2"
"G000154","HVAEP1_G000154","HVAEP1_T000154.3","HVAEP1.G000154","HVAEP1.T000154.3"
"G000154","HVAEP1_G000154","HVAEP1_T000154.4","HVAEP1.G000154","HVAEP1.T000154.4"
"G000154","HVAEP1_G000154","HVAEP1_T000154.5","HVAEP1.G000154","HVAEP1.T000154.5"
"G000155","HVAEP1_G000155","HVAEP1_T000155.1","HVAEP1.G000155","HVAEP1.T000155.1"
"G000156","HVAEP1_G000156","HVAEP1_T000156.1","HVAEP1.G000156","HVAEP1.T000156.1"
"G000157","HVAEP1_G000157","HVAEP1_T000157.1","HVAEP1.G000157","HVAEP1.T000157.1"
"G000158","HVAEP1_G000158","HVAEP1_T000158.1","HVAEP1.G000158","HVAEP1.T000158.1"
"G000159","HVAEP1_G000159","HVAEP1_T000159.1","HVAEP1.G000159","HVAEP1.T000159.1"
"G000160","HVAEP1_G000160","HVAEP1_T000160.1","HVAEP1.G000160","HVAEP1.T000160.1"
"G000161","HVAEP1_G000161","HVAEP1_T000161.1","HVAEP1.G000161","HVAEP1.T000161.1"
"G000162","HVAEP1_G000162","HVAEP1_T000162.1","HVAEP1.G000162","HVAEP1.T000162.1"
"G000163","HVAEP1_G000163","HVAEP1_T000163.1","HVAEP1.G000163","HVAEP1.T000163.1"
"G000164","HVAEP1_G000164","HVAEP1_T000164.1","HVAEP1.G000164","HVAEP1.T000164.1"
"G000165","HVAEP1_G000165","HVAEP1_T000165.1","HVAEP1.G000165","HVAEP1.T000165.1"
"G000166","HVAEP1_G000166","HVAEP1_T000166.1","HVAEP1.G000166","HVAEP1.T000166.1"
"G000167","HVAEP1_G000167","HVAEP1_T000167.1","HVAEP1.G000167","HVAEP1.T000167.1"
"G000168","HVAEP1_G000168","HVAEP1_T000168.1","HVAEP1.G000168","HVAEP1.T000168.1"
"G000169","HVAEP1_G000169","HVAEP1_T000169.1","HVAEP1.G000169","HVAEP1.T000169.1"
"G000170","HVAEP1_G000170","HVAEP1_T000170.1","HVAEP1.G000170","HVAEP1.T000170.1"
"G000171","HVAEP1_G000171","HVAEP1_T000171.1","HVAEP1.G000171","HVAEP1.T000171.1"
"G000172","HVAEP1_G000172","HVAEP1_T000172.1","HVAEP1.G000172","HVAEP1.T000172.1"
"G000173","HVAEP1_G000173","HVAEP1_T000173.1","HVAEP1.G000173","HVAEP1.T000173.1"
"G000174","HVAEP1_G000174","HVAEP1_T000174.1","HVAEP1.G000174","HVAEP1.T000174.1"
"G000175","HVAEP1_G000175","HVAEP1_T000175.1","HVAEP1.G000175","HVAEP1.T000175.1"
"G000176","HVAEP1_G000176","HVAEP1_T000176.1","HVAEP1.G000176","HVAEP1.T000176.1"
"G000177","HVAEP1_G000177","HVAEP1_T000177.1","HVAEP1.G000177","HVAEP1.T000177.1"
"G000178","HVAEP1_G000178","HVAEP1_T000178.1","HVAEP1.G000178","HVAEP1.T000178.1"
"G000179","HVAEP1_G000179","HVAEP1_T000179.1","HVAEP1.G000179","HVAEP1.T000179.1"
"G000180","HVAEP1_G000180","HVAEP1_T000180.1","HVAEP1.G000180","HVAEP1.T000180.1"
"G000181","HVAEP1_G000181","HVAEP1_T000181.1","HVAEP1.G000181","HVAEP1.T000181.1"
"G000182","HVAEP1_G000182","HVAEP1_T000182.1","HVAEP1.G000182","HVAEP1.T000182.1"
"G000183","HVAEP1_G000183","HVAEP1_T000183.1","HVAEP1.G000183","HVAEP1.T000183.1"
"G000184","HVAEP1_G000184","HVAEP1_T000184.1","HVAEP1.G000184","HVAEP1.T000184.1"
"G000185","HVAEP1_G000185","HVAEP1_T000185.1","HVAEP1.G000185","HVAEP1.T000185.1"
"G000186","HVAEP1_G000186","HVAEP1_T000186.1","HVAEP1.G000186","HVAEP1.T000186.1"
"G000187","HVAEP1_G000187","HVAEP1_T000187.1","HVAEP1.G000187","HVAEP1.T000187.1"
"G000188","HVAEP1_G000188","HVAEP1_T000188.1","HVAEP1.G000188","HVAEP1.T000188.1"
"G000189","HVAEP1_G000189","HVAEP1_T000189.1","HVAEP1.G000189","HVAEP1.T000189.1"
"G000190","HVAEP1_G000190","HVAEP1_T000190.1","HVAEP1.G000190","HVAEP1.T000190.1"
"G000191","HVAEP1_G000191","HVAEP1_T000191.1","HVAEP1.G000191","HVAEP1.T000191.1"
"G000192","HVAEP1_G000192","HVAEP1_T000192.1","HVAEP1.G000192","HVAEP1.T000192.1"
"G000193","HVAEP1_G000193","HVAEP1_T000193.1","HVAEP1.G000193","HVAEP1.T000193.1"
"G000194","HVAEP1_G000194","HVAEP1_T000194.1","HVAEP1.G000194","HVAEP1.T000194.1"
"G000195","HVAEP1_G000195","HVAEP1_T000195.1","HVAEP1.G000195","HVAEP1.T000195.1"
"G000196","HVAEP1_G000196","HVAEP1_T000196.1","HVAEP1.G000196","HVAEP1.T000196.1"
"G000197","HVAEP1_G000197","HVAEP1_T000197.1","HVAEP1.G000197","HVAEP1.T000197.1"
"G000198","HVAEP1_G000198","HVAEP1_T000198.1","HVAEP1.G000198","HVAEP1.T000198.1"
"G000199","HVAEP1_G000199","HVAEP1_T000199.1","HVAEP1.G000199","HVAEP1.T000199.1"
"G000200","HVAEP1_G000200","HVAEP1_T000200.1","HVAEP1.G000200","HVAEP1.T000200.1"
"G000200","HVAEP1_G000200","HVAEP1_T000200.2","HVAEP1.G000200","HVAEP1.T000200.2"
"G000200","HVAEP1_G000200","HVAEP1_T000200.3","HVAEP1.G000200","HVAEP1.T000200.3"
"G000201","HVAEP1_G000201","HVAEP1_T000201.1","HVAEP1.G000201","HVAEP1.T000201.1"
"G000202","HVAEP1_G000202","HVAEP1_T000202.1","HVAEP1.G000202","HVAEP1.T000202.1"
"G000203","HVAEP1_G000203","HVAEP1_T000203.1","HVAEP1.G000203","HVAEP1.T000203.1"
"G000204","HVAEP1_G000204","HVAEP1_T000204.1","HVAEP1.G000204","HVAEP1.T000204.1"
"G000205","HVAEP1_G000205","HVAEP1_T000205.1","HVAEP1.G000205","HVAEP1.T000205.1"
"G000206","HVAEP1_G000206","HVAEP1_T000206.1","HVAEP1.G000206","HVAEP1.T000206.1"
"G000207","HVAEP1_G000207","HVAEP1_T000207.1","HVAEP1.G000207","HVAEP1.T000207.1"
"G000208","HVAEP1_G000208","HVAEP1_T000208.1","HVAEP1.G000208","HVAEP1.T000208.1"
"G000209","HVAEP1_G000209","HVAEP1_T000209.1","HVAEP1.G000209","HVAEP1.T000209.1"
"G000209","HVAEP1_G000209","HVAEP1_T000209.2","HVAEP1.G000209","HVAEP1.T000209.2"
"G000210","HVAEP1_G000210","HVAEP1_T000210.1","HVAEP1.G000210","HVAEP1.T000210.1"
"G000211","HVAEP1_G000211","HVAEP1_T000211.1","HVAEP1.G000211","HVAEP1.T000211.1"
"G000212","HVAEP1_G000212","HVAEP1_T000212.1","HVAEP1.G000212","HVAEP1.T000212.1"
"G000212","HVAEP1_G000212","HVAEP1_T000212.2","HVAEP1.G000212","HVAEP1.T000212.2"
"G000212","HVAEP1_G000212","HVAEP1_T000212.3","HVAEP1.G000212","HVAEP1.T000212.3"
"G000213","HVAEP1_G000213","HVAEP1_T000213.1","HVAEP1.G000213","HVAEP1.T000213.1"
"G000214","HVAEP1_G000214","HVAEP1_T000214.1","HVAEP1.G000214","HVAEP1.T000214.1"
"G000215","HVAEP1_G000215","HVAEP1_T000215.1","HVAEP1.G000215","HVAEP1.T000215.1"
"G000216","HVAEP1_G000216","HVAEP1_T000216.1","HVAEP1.G000216","HVAEP1.T000216.1"
"G000217","HVAEP1_G000217","HVAEP1_T000217.1","HVAEP1.G000217","HVAEP1.T000217.1"
"G000217","HVAEP1_G000217","HVAEP1_T000217.2","HVAEP1.G000217","HVAEP1.T000217.2"
"G000218","HVAEP1_G000218","HVAEP1_T000218.1","HVAEP1.G000218","HVAEP1.T000218.1"
"G000219","HVAEP1_G000219","HVAEP1_T000219.1","HVAEP1.G000219","HVAEP1.T000219.1"
"G000220","HVAEP1_G000220","HVAEP1_T000220.1","HVAEP1.G000220","HVAEP1.T000220.1"
"G000221","HVAEP1_G000221","HVAEP1_T000221.1","HVAEP1.G000221","HVAEP1.T000221.1"
"G000222","HVAEP1_G000222","HVAEP1_T000222.1","HVAEP1.G000222","HVAEP1.T000222.1"
"G000223","HVAEP1_G000223","HVAEP1_T000223.1","HVAEP1.G000223","HVAEP1.T000223.1"
"G000224","HVAEP1_G000224","HVAEP1_T000224.1","HVAEP1.G000224","HVAEP1.T000224.1"
"G000225","HVAEP1_G000225","HVAEP1_T000225.1","HVAEP1.G000225","HVAEP1.T000225.1"
"G000226","HVAEP1_G000226","HVAEP1_T000226.1","HVAEP1.G000226","HVAEP1.T000226.1"
"G000227","HVAEP1_G000227","HVAEP1_T000227.1","HVAEP1.G000227","HVAEP1.T000227.1"
"G000228","HVAEP1_G000228","HVAEP1_T000228.1","HVAEP1.G000228","HVAEP1.T000228.1"
"G000229","HVAEP1_G000229","HVAEP1_T000229.1","HVAEP1.G000229","HVAEP1.T000229.1"
"G000230","HVAEP1_G000230","HVAEP1_T000230.1","HVAEP1.G000230","HVAEP1.T000230.1"
"G000231","HVAEP1_G000231","HVAEP1_T000231.1","HVAEP1.G000231","HVAEP1.T000231.1"
"G000232","HVAEP1_G000232","HVAEP1_T000232.1","HVAEP1.G000232","HVAEP1.T000232.1"
"G000233","HVAEP1_G000233","HVAEP1_T000233.1","HVAEP1.G000233","HVAEP1.T000233.1"
"G000234","HVAEP1_G000234","HVAEP1_T000234.1","HVAEP1.G000234","HVAEP1.T000234.1"
"G000235","HVAEP1_G000235","HVAEP1_T000235.1","HVAEP1.G000235","HVAEP1.T000235.1"
"G000236","HVAEP1_G000236","HVAEP1_T000236.1","HVAEP1.G000236","HVAEP1.T000236.1"
"G000237","HVAEP1_G000237","HVAEP1_T000237.1","HVAEP1.G000237","HVAEP1.T000237.1"
"G000238","HVAEP1_G000238","HVAEP1_T000238.1","HVAEP1.G000238","HVAEP1.T000238.1"
"G000239","HVAEP1_G000239","HVAEP1_T000239.1","HVAEP1.G000239","HVAEP1.T000239.1"
"G000240","HVAEP1_G000240","HVAEP1_T000240.1","HVAEP1.G000240","HVAEP1.T000240.1"
"G000241","HVAEP1_G000241","HVAEP1_T000241.1","HVAEP1.G000241","HVAEP1.T000241.1"
"G000242","HVAEP1_G000242","HVAEP1_T000242.1","HVAEP1.G000242","HVAEP1.T000242.1"
"G000243","HVAEP1_G000243","HVAEP1_T000243.1","HVAEP1.G000243","HVAEP1.T000243.1"
"G000244","HVAEP1_G000244","HVAEP1_T000244.1","HVAEP1.G000244","HVAEP1.T000244.1"
"G000245","HVAEP1_G000245","HVAEP1_T000245.1","HVAEP1.G000245","HVAEP1.T000245.1"
"G000246","HVAEP1_G000246","HVAEP1_T000246.1","HVAEP1.G000246","HVAEP1.T000246.1"
"G000247","HVAEP1_G000247","HVAEP1_T000247.1","HVAEP1.G000247","HVAEP1.T000247.1"
"G000248","HVAEP1_G000248","HVAEP1_T000248.1","HVAEP1.G000248","HVAEP1.T000248.1"
"G000249","HVAEP1_G000249","HVAEP1_T000249.1","HVAEP1.G000249","HVAEP1.T000249.1"
"G000249","HVAEP1_G000249","HVAEP1_T000249.2","HVAEP1.G000249","HVAEP1.T000249.2"
"G000249","HVAEP1_G000249","HVAEP1_T000249.3","HVAEP1.G000249","HVAEP1.T000249.3"
"G000250","HVAEP1_G000250","HVAEP1_T000250.1","HVAEP1.G000250","HVAEP1.T000250.1"
"G000251","HVAEP1_G000251","HVAEP1_T000251.1","HVAEP1.G000251","HVAEP1.T000251.1"
"G000252","HVAEP1_G000252","HVAEP1_T000252.1","HVAEP1.G000252","HVAEP1.T000252.1"
"G000253","HVAEP1_G000253","HVAEP1_T000253.1","HVAEP1.G000253","HVAEP1.T000253.1"
"G000254","HVAEP1_G000254","HVAEP1_T000254.1","HVAEP1.G000254","HVAEP1.T000254.1"
"G000255","HVAEP1_G000255","HVAEP1_T000255.1","HVAEP1.G000255","HVAEP1.T000255.1"
"G000256","HVAEP1_G000256","HVAEP1_T000256.1","HVAEP1.G000256","HVAEP1.T000256.1"
"G000257","HVAEP1_G000257","HVAEP1_T000257.1","HVAEP1.G000257","HVAEP1.T000257.1"
"G000258","HVAEP1_G000258","HVAEP1_T000258.1","HVAEP1.G000258","HVAEP1.T000258.1"
"G000259","HVAEP1_G000259","HVAEP1_T000259.1","HVAEP1.G000259","HVAEP1.T000259.1"
"G000260","HVAEP1_G000260","HVAEP1_T000260.1","HVAEP1.G000260","HVAEP1.T000260.1"
"G000261","HVAEP1_G000261","HVAEP1_T000261.1","HVAEP1.G000261","HVAEP1.T000261.1"
"G000262","HVAEP1_G000262","HVAEP1_T000262.1","HVAEP1.G000262","HVAEP1.T000262.1"
"G000263","HVAEP1_G000263","HVAEP1_T000263.1","HVAEP1.G000263","HVAEP1.T000263.1"
"G000264","HVAEP1_G000264","HVAEP1_T000264.1","HVAEP1.G000264","HVAEP1.T000264.1"
"G000265","HVAEP1_G000265","HVAEP1_T000265.1","HVAEP1.G000265","HVAEP1.T000265.1"
"G000266","HVAEP1_G000266","HVAEP1_T000266.1","HVAEP1.G000266","HVAEP1.T000266.1"
"G000267","HVAEP1_G000267","HVAEP1_T000267.1","HVAEP1.G000267","HVAEP1.T000267.1"
"G000267","HVAEP1_G000267","HVAEP1_T000267.2","HVAEP1.G000267","HVAEP1.T000267.2"
"G000267","HVAEP1_G000267","HVAEP1_T000267.3","HVAEP1.G000267","HVAEP1.T000267.3"
"G000268","HVAEP1_G000268","HVAEP1_T000268.1","HVAEP1.G000268","HVAEP1.T000268.1"
"G000269","HVAEP1_G000269","HVAEP1_T000269.1","HVAEP1.G000269","HVAEP1.T000269.1"
"G000270","HVAEP1_G000270","HVAEP1_T000270.1","HVAEP1.G000270","HVAEP1.T000270.1"
"G000271","HVAEP1_G000271","HVAEP1_T000271.1","HVAEP1.G000271","HVAEP1.T000271.1"
"G000271","HVAEP1_G000271","HVAEP1_T000271.2","HVAEP1.G000271","HVAEP1.T000271.2"
"G000272","HVAEP1_G000272","HVAEP1_T000272.1","HVAEP1.G000272","HVAEP1.T000272.1"
"G000273","HVAEP1_G000273","HVAEP1_T000273.1","HVAEP1.G000273","HVAEP1.T000273.1"
"G000274","HVAEP1_G000274","HVAEP1_T000274.1","HVAEP1.G000274","HVAEP1.T000274.1"
"G000275","HVAEP1_G000275","HVAEP1_T000275.1","HVAEP1.G000275","HVAEP1.T000275.1"
"G000276","HVAEP1_G000276","HVAEP1_T000276.1","HVAEP1.G000276","HVAEP1.T000276.1"
"G000277","HVAEP1_G000277","HVAEP1_T000277.1","HVAEP1.G000277","HVAEP1.T000277.1"
"G000278","HVAEP1_G000278","HVAEP1_T000278.1","HVAEP1.G000278","HVAEP1.T000278.1"
"G000279","HVAEP1_G000279","HVAEP1_T000279.1","HVAEP1.G000279","HVAEP1.T000279.1"
"G000280","HVAEP1_G000280","HVAEP1_T000280.1","HVAEP1.G000280","HVAEP1.T000280.1"
"G000281","HVAEP1_G000281","HVAEP1_T000281.1","HVAEP1.G000281","HVAEP1.T000281.1"
"G000282","HVAEP1_G000282","HVAEP1_T000282.1","HVAEP1.G000282","HVAEP1.T000282.1"
"G000283","HVAEP1_G000283","HVAEP1_T000283.1","HVAEP1.G000283","HVAEP1.T000283.1"
"G000283","HVAEP1_G000283","HVAEP1_T000283.2","HVAEP1.G000283","HVAEP1.T000283.2"
"G000284","HVAEP1_G000284","HVAEP1_T000284.1","HVAEP1.G000284","HVAEP1.T000284.1"
"G000285","HVAEP1_G000285","HVAEP1_T000285.1","HVAEP1.G000285","HVAEP1.T000285.1"
"G000286","HVAEP1_G000286","HVAEP1_T000286.1","HVAEP1.G000286","HVAEP1.T000286.1"
"G000286","HVAEP1_G000286","HVAEP1_T000286.2","HVAEP1.G000286","HVAEP1.T000286.2"
"G000287","HVAEP1_G000287","HVAEP1_T000287.1","HVAEP1.G000287","HVAEP1.T000287.1"
"G000288","HVAEP1_G000288","HVAEP1_T000288.1","HVAEP1.G000288","HVAEP1.T000288.1"
"G000288","HVAEP1_G000288","HVAEP1_T000288.2","HVAEP1.G000288","HVAEP1.T000288.2"
"G000289","HVAEP1_G000289","HVAEP1_T000289.1","HVAEP1.G000289","HVAEP1.T000289.1"
"G000290","HVAEP1_G000290","HVAEP1_T000290.1","HVAEP1.G000290","HVAEP1.T000290.1"
"G000291","HVAEP1_G000291","HVAEP1_T000291.1","HVAEP1.G000291","HVAEP1.T000291.1"
"G000291","HVAEP1_G000291","HVAEP1_T000291.2","HVAEP1.G000291","HVAEP1.T000291.2"
"G000292","HVAEP1_G000292","HVAEP1_T000292.1","HVAEP1.G000292","HVAEP1.T000292.1"
"G000293","HVAEP1_G000293","HVAEP1_T000293.1","HVAEP1.G000293","HVAEP1.T000293.1"
"G000294","HVAEP1_G000294","HVAEP1_T000294.1","HVAEP1.G000294","HVAEP1.T000294.1"
"G000295","HVAEP1_G000295","HVAEP1_T000295.1","HVAEP1.G000295","HVAEP1.T000295.1"
"G000295","HVAEP1_G000295","HVAEP1_T000295.2","HVAEP1.G000295","HVAEP1.T000295.2"
"G000296","HVAEP1_G000296","HVAEP1_T000296.1","HVAEP1.G000296","HVAEP1.T000296.1"
"G000296","HVAEP1_G000296","HVAEP1_T000296.2","HVAEP1.G000296","HVAEP1.T000296.2"
"G000297","HVAEP1_G000297","HVAEP1_T000297.1","HVAEP1.G000297","HVAEP1.T000297.1"
"G000298","HVAEP1_G000298","HVAEP1_T000298.1","HVAEP1.G000298","HVAEP1.T000298.1"
